burn,site,blk,spp,orgdep,health05,diam06,ht06,live06,herb06,health08,ht08,diam08,hbro08,leafm08,db08,brok08,aph08,live11,diam11,ht11,har11,wtnew11,wtold11,wttot11
BF,63,10,PB,17,2,3,5.4,1,0,2,6,5.8,0,0,1,0,0,1,7.9,73.1,0,NA,NA,NA
BF,63,1,TA,8,1,3.6,5.4,1,0,2,1,5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,63,2,TA,6,2,4.4,8.4,1,0,2,18.5,6,0,0,0,0,0,1,8.7,69.4,1,4.5,8.7,13.2
BF,63,3,TA,35,2,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,63,4,TA,11,2,3.5,9.6,1,0,2,4.2,5,0,0,0,0,0,1,5.9,53.1,1,2,4.3,6.3
BF,63,5,TA,16,1,3.6,4.7,1,0,2,5.8,5,0,0,0,0,0,1,8.9,58.6,1,5.9,9.3,15.2
BF,63,6,TA,12,1,2.3,7.5,1,0,2,7.5,4,0,0,0,0,0,1,4,30.3,1,0.4,1.2,1.6
BF,63,7,TA,12,2,3,3.3,1,0,2,5.5,4.1,0,0,0,0,0,1,4.8,21.5,1,0.3,0.3,0.6
BF,63,8,TA,17,1,2.5,4.2,1,1,2,1.5,3.3,0,0,1,0,0,1,5.7,38.6,0,NA,NA,NA
BF,63,9,TA,7,NA,2.6,4.1,1,1,2,1,3.3,0,0,0,0,0,1,6.2,33.5,0,NA,NA,NA
BF,63,10,TA,17,1,3.6,6,1,0,2,3.6,6.2,0,0,1,0,0,1,8,35.4,0,NA,NA,NA
BF,63,1,WS,8,2,1.3,0,1,0,1,0,3,0,0,0,0,0,1,4.7,22.5,1,0.8,3.9,4.7
BF,63,2,WS,6,2,1.1,2.5,1,0,2,10.4,5,0,0,0,0,0,1,7,44.2,1,0.8,16.3,17.1
BF,63,3,WS,35,2,1,1.2,1,0,1,1.1,2,0,0,0,0,0,1,3,17.2,1,0.5,1.8,2.3
BF,63,4,WS,11,2,2.1,3,1,0,2,4.9,3,0,0,0,0,0,1,5.4,28.9,1,0.8,8,8.8
BF,63,5,WS,16,1,1.5,1,1,0,1,0,2,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,63,6,WS,12,1,1.4,0.2,1,0,2,2.1,1,0,0,0,0,0,1,5.3,26.2,1,1.4,5.6,7
BF,63,7,WS,12,2,1.5,2.1,1,0,1,2,1,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,63,8,WS,17,2,1.2,0,1,0,1,0,3.4,0,0,0,0,0,1,2.4,10.2,0,NA,NA,NA
BF,63,9,WS,7,2,1.3,0,1,0,1,0.5,3.4,0,0,0,0,0,1,3.9,21.3,0,NA,NA,NA
BF,63,10,WS,17,2,1.3,6,1,0,2,7.5,5.7,0,0,0,0,0,1,6.4,35.8,0,NA,NA,NA
BF,63,11,WS,9,2,3.3,2,1,0,1,1.3,3.3,0,0,0,0,0,1,3.4,22.6,0,NA,NA,NA
BF,63,12,WS,4,2,1.8,1.6,1,0,2,4,3.2,0,0,0,0,0,1,4.8,39.4,0,NA,NA,NA
BF,63,13,WS,8,2,1.3,1.2,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,63,14,WS,7,1,1.4,0,1,0,2,3,3.4,0,0,0,0,0,1,4.7,36.4,0,NA,NA,NA
BF,76,1,BS,0,2,3.2,5.8,1,0,2,6.1,6.5,0,0,0,0,0,1,12,74,1,15.5,42.9,58.4
BF,76,2,BS,1,2,4.5,20.3,1,0,2,8,6.2,0,0,0,0,0,1,10.9,74.6,1,16.6,49.4,66
BF,76,3,BS,0,2,2.9,9.3,1,0,2,10.8,5.7,0,0,0,0,0,1,9.8,52.5,1,11.4,32.6,44
BF,76,4,BS,0,2,3.9,14,1,0,2,9.8,6.3,0,0,0,0,0,1,13,79,1,32.1,67.5,99.6
BF,76,5,BS,18,2,1.3,0.6,1,0,1,0,1.3,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,76,6,BS,2,2,1.5,2.5,1,0,2,5,4.8,0,0,0,0,0,1,10.3,71.5,1,23.5,37.8,61.3
BF,76,7,BS,0,1,4.1,17.9,1,0,2,8.1,5.8,0,0,0,0,0,1,11.2,66.8,1,9.6,34.4,44
BF,76,8,BS,0,1,1.9,10,1,0,2,13,4.2,0,0,0,0,0,1,7.8,68.6,0,NA,NA,NA
BF,76,9,BS,0,2,3,11,1,0,2,11,8.2,0,0,0,0,0,1,11.1,92.2,0,NA,NA,NA
BF,76,10,BS,1,2,3,17,1,0,2,13,6.6,0,0,0,0,0,1,11,90.1,0,NA,NA,NA
BF,76,11,BS,0,2,3.7,12.1,1,0,2,8,9.3,0,0,0,0,0,1,16.3,84.3,0,NA,NA,NA
BF,76,12,BS,0,2,2.6,15.5,1,0,2,9,5.9,0,0,0,0,0,1,10.7,104.6,0,NA,NA,NA
BF,76,13,BS,0,2,3,9,1,0,2,5.5,4.3,0,0,0,0,0,1,11.1,104.8,0,NA,NA,NA
BF,76,14,BS,2,2,1.7,0,1,0,2,2.5,5.2,0,0,0,0,0,1,8.3,56.1,0,NA,NA,NA
BF,76,1,LP,0,2,3.9,5.4,1,0,2,15.5,9.3,0,0,0,0,0,1,19.2,95,1,36,100.9,136.9
BF,76,2,LP,1,1,6,13.4,1,0,2,16,11.4,0,0,0,0,0,1,16.4,74.5,1,27.4,52.4,79.8
BF,76,3,LP,0,1,3.8,9.3,1,0,2,17,7.4,0,0,0,0,0,1,16.6,110.7,1,29.5,76.7,106.2
BF,76,4,LP,0,2,4.2,7.8,1,0,2,20.8,15.4,0,0,0,0,0,1,46,237.5,1,271.2,1047.9,1319.1
BF,76,5,LP,18,2,2,0.9,1,0,1,0,4.5,0,0,0,0,0,1,5.5,28.5,1,3.1,5.8,8.9
BF,76,6,LP,2,2,1.3,1.1,1,0,2,2.3,2.5,0,0,0,0,0,1,14.8,72.1,1,24.9,48.5,73.4
BF,76,7,LP,0,2,4.1,13.5,1,0,2,19,10,0,0,0,0,0,1,27,139.1,1,106.7,248.4,355.1
BF,76,8,LP,0,1,3,15.3,1,0,2,20.5,12.2,0,0,0,0,0,1,43.1,220.2,0,NA,NA,NA
BF,76,9,LP,0,2,5.2,15.2,1,0,2,16.5,13.8,0,0,0,0,0,1,41.3,204,0,NA,NA,NA
BF,76,10,LP,1,1,4.2,12.5,1,0,2,15.5,15.7,0,0,0,0,0,1,36.5,153.3,0,NA,NA,NA
BF,76,11,LP,0,2,4.1,10.9,1,0,2,16.5,16.9,0,0,0,0,0,1,42.8,216,0,NA,NA,NA
BF,76,12,LP,0,1,4,11.5,1,0,2,22,11.3,0,0,0,0,0,1,41.2,173.5,0,NA,NA,NA
BF,76,13,LP,0,1,3.5,10.2,1,0,2,13,13.8,0,0,0,0,0,1,38.7,232.3,0,NA,NA,NA
BF,76,14,LP,2,1,2.2,5.6,1,0,2,12,11.4,0,0,0,0,0,1,44.5,152.5,0,NA,NA,NA
BF,76,1,PB,0,2,5.4,7.6,1,0,2,46.5,10.6,0,0,0,0,0,1,30,260,1,184,322.6,506.6
BF,76,2,PB,1,2,7.4,21,1,0,2,53.2,15.1,0,0,0,0,0,1,45.4,321,1,343.4,529.7,873.1
BF,76,3,PB,0,2,7.9,18,1,0,2,49.5,15.6,0,0,0,0,0,1,45.9,233,1,421.2,637.2,1058.4
BF,76,4,PB,0,2,3.9,9.5,1,0,2,18,8.9,0,1,0,0,0,1,23.9,228.8,1,83.8,166,249.8
BF,76,5,PB,18,2,2.5,0.3,1,0,2,0.5,1,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,76,6,PB,2,1,3.7,5.1,1,0,2,33.2,10.5,0,0,0,0,0,1,40.9,217.2,1,200,370.2,570.2
BF,76,7,PB,0,2,4.1,16.9,1,0,2,26,9.1,0,0,0,0,0,1,22.2,174,1,76.6,58.3,134.9
BF,76,8,PB,0,1,5.9,18.3,1,0,2,27,14.8,0,0,0,0,0,1,46.7,301,0,NA,NA,NA
BF,76,9,PB,0,2,5,17.7,1,0,2,26.2,9.1,0,0,0,0,0,1,43.4,269,0,NA,NA,NA
BF,76,10,PB,1,2,5.9,13,1,0,2,12.5,10.7,0,0,0,0,0,1,30.6,207,0,NA,NA,NA
BF,76,1,TA,0,2,4.7,24.3,1,0,2,39.4,9.9,0,0,0,0,0,1,12,141,1,18.7,36.9,55.6
BF,76,2,TA,1,2,6.6,30.7,1,0,2,42.3,12.4,0,0,0,0,0,1,18.2,182.5,1,53.8,119.6,173.4
BF,76,3,TA,0,2,8.4,27.6,1,0,2,26.5,11.5,0,1,0,0,0,1,13.2,140.8,1,19.6,45.6,65.2
BF,76,4,TA,0,2,5.1,17.2,1,0,2,5,10.7,0,1,0,0,0,1,11.1,136.9,1,17.6,23.6,41.2
BF,76,5,TA,18,2,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,76,6,TA,2,2,2.6,6.2,1,0,2,15.6,5.3,0,1,0,0,0,1,9.7,74.1,1,5.8,8,13.8
BF,76,7,TA,0,2,5.2,47.5,1,0,2,41.3,10.6,0,1,0,0,0,1,14.4,146,1,23.8,50,73.8
BF,76,8,TA,0,2,3.3,19.4,1,0,2,13.5,6.1,0,0,0,0,0,1,8.6,93.4,0,NA,NA,NA
BF,76,9,TA,0,1,7.9,32.7,1,0,2,39,12.9,0,0,0,0,0,1,25.5,214,0,NA,NA,NA
BF,76,10,TA,1,1,5.4,28,1,0,2,25,7.6,0,0,0,0,0,1,10,69.2,0,NA,NA,NA
BF,76,1,WS,0,2,2.3,2.7,1,0,2,2.8,4.7,0,0,0,0,0,1,10,38,1,10.2,24.4,34.6
BF,76,2,WS,1,2,3.9,2.4,1,0,2,15.8,9.6,0,0,0,0,0,1,11,60.4,1,8.4,44.4,52.8
BF,76,3,WS,0,2,4.7,16.6,1,0,2,10.5,7.9,0,0,0,0,0,1,14.9,62.4,1,14.3,70.2,84.5
BF,76,4,WS,0,2,2.4,3.9,1,0,2,9.2,5.7,0,0,0,0,0,1,12.1,74,1,16.9,47.7,64.6
BF,76,5,WS,18,2,2,1,1,0,1,0.5,9.7,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,76,6,WS,2,2,1.5,1.3,1,0,1,0,2.9,0,0,0,0,0,1,3,17.2,0,NA,1.2,NA
BF,76,7,WS,0,1,3.8,13.8,1,0,2,16.5,9.7,0,0,0,0,0,1,10.4,57.3,1,6.5,40.3,46.8
BF,76,8,WS,0,1,2.4,13.9,1,0,2,11,5.3,0,0,0,0,0,1,7.5,60.1,0,NA,NA,NA
BF,76,9,WS,0,2,4.5,13.6,1,0,2,17,6.2,0,0,0,0,0,1,13.8,95.6,0,NA,NA,NA
BF,76,10,WS,1,2,3.1,13.5,1,0,2,10,11.1,0,0,0,0,0,1,10.3,120.3,0,NA,NA,NA
BF,76,11,WS,0,2,3.5,3.9,1,0,2,7,9.1,0,0,0,0,0,1,14.1,86.9,0,NA,NA,NA
BF,76,12,WS,0,1,5.2,12.5,1,0,2,12,10.4,0,0,0,0,0,1,11.8,96.5,0,NA,NA,NA
BF,76,13,WS,0,2,2,4,1,0,2,6,5.9,0,0,0,0,0,1,7.8,72.9,0,NA,NA,NA
BF,76,14,WS,2,2,NA,NA,0,0,0,NA,NA,0,0,0,0,0,1,7.3,52.9,0,NA,NA,NA
BF,78,1,BS,14,2,2.7,3.2,1,0,2,3.1,3.6,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,2,BS,5,2,1.8,2,1,0,2,1.6,3.6,0,0,0,0,0,1,4.9,32.4,1,0.5,4.2,4.7
BF,78,3,BS,7,2,1.3,4.4,1,0,2,10.5,10.7,0,0,0,0,0,1,7.1,60.6,1,8.4,20.2,28.6
BF,78,4,BS,5,2,2,2.6,1,0,2,5.1,4.9,0,0,0,0,0,1,10.5,60.2,1,19.9,40,59.9
BF,78,5,BS,10,2,1.8,1.7,1,0,2,4.7,3.4,0,0,0,0,0,1,4.2,47.4,1,2.5,7.5,10
BF,78,6,BS,6,2,1.7,1.5,1,0,1,0.9,3.9,0,0,0,0,0,1,5.3,49.2,1,2.5,5.3,7.8
BF,78,7,BS,5,2,1.3,0,1,0,2,1.6,3.9,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,8,BS,13,2,0.5,0.5,1,0,2,1,2.2,0,0,0,0,0,1,5.6,32.7,0,NA,NA,NA
BF,78,9,BS,7,2,1,3,1,0,2,13.5,4.6,0,0,0,0,0,1,8.5,50.9,0,NA,NA,NA
BF,78,10,BS,5,2,1.6,1.5,1,0,2,4.3,4.3,0,0,0,0,0,1,7.3,49.2,0,NA,NA,NA
BF,78,11,BS,5,1,1.6,2.2,1,0,2,4.8,4.9,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,12,BS,5,2,1.4,1,1,0,2,0.9,2.6,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,13,BS,10,2,1.3,2.1,1,0,2,2.1,3.5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,14,BS,9,2,1.9,1.7,1,0,2,2,2.2,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,1,LP,14,1,2,2.3,1,0,1,2.1,3.5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,2,LP,5,2,5,1.3,1,0,2,1.9,2.8,0,0,0,0,0,1,2.8,30.5,1,0.2,1,1.2
BF,78,3,LP,7,2,2,2.1,1,0,2,4.2,5.8,0,0,0,0,0,1,8.6,39.4,1,2.2,7.6,9.8
BF,78,4,LP,5,2,1.8,1.8,1,0,2,2,5.9,0,0,0,0,0,1,5.4,36.2,1,1.8,4.8,6.6
BF,78,5,LP,10,2,1.7,2,1,0,2,2.3,2.2,0,0,0,0,0,1,4.6,33.8,1,0.9,2.3,3.2
BF,78,6,LP,6,2,2,3.4,1,0,2,6.2,4.6,0,0,0,0,0,1,10.4,79.9,1,7.6,47,54.6
BF,78,7,LP,5,2,1.5,0,1,0,1,0.6,2.5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,8,LP,13,2,1.9,2.1,1,0,2,3,4.8,0,0,0,0,0,1,12.9,66,0,NA,NA,NA
BF,78,9,LP,7,2,2,3.6,1,0,2,13.6,5.5,0,0,0,0,0,1,12.8,77.3,0,NA,NA,NA
BF,78,10,LP,5,2,1.4,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,11,LP,5,2,2.5,3.5,1,0,2,8.4,6.4,0,0,0,0,0,1,9.5,56.5,0,NA,NA,NA
BF,78,12,LP,5,2,2.3,2.9,1,0,2,6.2,4.2,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,13,LP,10,2,2.3,3.1,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,14,LP,9,2,2.2,1.9,1,0,1,2.4,3,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,1,PB,14,1,4.5,3,1,0,2,1.4,5.9,0,0,0,0,0,1,12,102.3,1,19.6,26.6,46.2
BF,78,2,PB,5,2,3.5,0.5,1,0,2,1.9,5.5,0,0,0,0,0,1,7.6,72.1,1,6,5.6,11.6
BF,78,3,PB,7,2,2.9,2,1,0,2,3,7.2,0,0,0,0,0,1,12,76.4,1,9.4,13.6,23
BF,78,4,PB,5,2,3.3,1.1,1,0,2,1.9,5.3,0,0,0,0,0,1,7.6,46.1,1,3.3,4.6,7.9
BF,78,5,PB,10,2,4.3,2.3,1,0,2,2.7,6.4,0,0,0,0,0,1,5.8,60.2,1,2.4,3.3,5.7
BF,78,6,PB,6,2,3.9,0.1,1,0,2,2.3,7.6,0,0,0,0,0,1,6.8,63.4,1,5.2,4.9,10.1
BF,78,7,PB,5,2,2.2,1,1,0,2,3.2,3.5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,8,PB,13,2,2.9,0.4,1,0,2,3,5.9,0,0,0,0,0,1,3.1,29.2,0,NA,NA,NA
BF,78,9,PB,7,2,2.8,0.4,1,0,2,4.7,4,0,0,0,0,0,1,15.2,95.6,0,NA,NA,NA
BF,78,10,PB,5,2,3.8,1.5,1,0,2,0.9,1.5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,1,TA,14,2,3.7,1.1,1,0,2,2.1,6.6,0,0,0,0,0,1,8.1,86.6,1,5.9,13.9,19.8
BF,78,2,TA,5,2,3,0.9,1,0,2,0.9,4.3,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,3,TA,7,2,2.7,1.4,1,0,2,2,5.8,0,0,0,0,0,1,11.6,79.7,1,11.3,18.5,29.8
BF,78,4,TA,5,2,4.7,1.2,1,0,2,1.6,6.7,0,0,0,0,0,1,8.9,109.4,1,10,22.1,32.1
BF,78,5,TA,10,2,4.5,2,1,0,2,1,5.5,0,0,0,0,0,1,6,54.9,1,1.5,4.3,5.8
BF,78,6,TA,6,2,5.2,2.1,1,0,2,3.5,6.8,0,0,0,0,0,1,7.2,52.7,1,3.4,7.8,11.2
BF,78,7,TA,5,1,2.7,2.8,1,0,2,9.2,5.2,0,0,0,0,0,1,9.4,71.4,1,8,10.7,18.7
BF,78,8,TA,13,2,3.5,3.1,1,0,2,2.4,4.6,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,9,TA,7,2,2.7,1.7,1,0,2,1.3,4.3,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,10,TA,5,1,3.3,2,1,0,2,2.3,4.8,0,0,0,0,0,1,4.9,46.2,0,NA,NA,NA
BF,78,1,WS,14,2,2.7,2.1,1,0,2,1.5,4,0,0,0,0,0,1,4,37.1,1,1.3,3.6,4.9
BF,78,2,WS,5,1,1.8,2.1,1,0,1,1.7,4.8,0,0,0,0,0,1,4.7,24.6,1,0.2,2.3,2.5
BF,78,3,WS,7,2,1.9,1.7,1,0,2,1.2,3,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,4,WS,5,2,2.1,1.9,1,0,2,2.2,5.6,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,5,WS,10,2,2,1.9,1,0,2,1.8,3.4,0,0,0,0,0,1,3.1,24.9,1,0.8,2.1,2.9
BF,78,6,WS,6,2,2.3,1.1,1,0,2,2.2,4.2,0,0,0,0,0,1,3.4,35.2,1,0.6,2.7,3.3
BF,78,7,WS,5,2,1.9,2.3,1,0,2,1.9,5.6,0,0,0,0,0,1,4.2,33,0,0,3.1,3.1
BF,78,8,WS,13,1,1.3,0.8,1,0,1,1.3,2.7,0,0,0,0,0,1,3.7,17.4,0,NA,NA,NA
BF,78,9,WS,7,2,1.5,2.9,1,0,2,9,4.7,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,10,WS,5,2,1.9,2.5,1,0,2,2.3,3,0,0,0,0,0,1,5,41.1,0,NA,NA,NA
BF,78,11,WS,5,2,2.7,3.5,1,0,2,11.2,5.7,0,0,0,0,0,1,9.6,56.9,0,NA,NA,NA
BF,78,12,WS,5,2,1.4,1.4,1,0,2,1.2,2.6,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,78,13,WS,10,2,1.8,2.6,1,0,2,4.6,5.1,0,0,0,0,0,1,7.2,51.6,0,NA,NA,NA
BF,78,14,WS,9,2,1.5,1.5,1,0,1,2.9,4.8,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,79,1,BS,0,2,1.8,3.7,1,0,2,8.4,3.5,0,0,0,0,0,1,14.5,110,1,40.3,64.9,105.2
BF,79,2,BS,2,2,2.3,4.2,1,0,2,3.9,6.2,0,0,0,0,0,1,8.5,88.4,1,12.5,23.6,36.1
BF,79,3,BS,4,2,1.8,2.5,1,0,2,8.1,4.5,0,0,0,0,0,1,5.5,47.8,1,3.5,6.9,10.4
BF,79,4,BS,0,2,2.2,4.9,1,0,1,3.2,3.5,0,0,0,0,0,1,9.1,67.6,1,7.8,20.9,28.7
BF,79,5,BS,0,2,2,6.5,1,0,2,3,2.6,0,0,0,0,0,1,5.6,67.3,1,5.5,13.3,18.8
BF,79,6,BS,4,2,3.5,9.3,1,0,2,11.8,6.3,0,0,0,0,0,1,12.4,104.8,1,29.4,68.1,97.5
BF,79,7,BS,0,2,2,5,1,0,2,3.5,4,0,0,0,0,0,1,5.4,46.6,1,2.9,7.9,10.8
BF,79,8,BS,0,2,1.5,2.5,1,0,2,2.6,4,0,0,0,0,0,1,2.4,40.6,0,NA,NA,NA
BF,79,9,BS,1,2,1.7,2.7,1,0,2,2.1,2.5,0,0,0,0,0,1,4,40.8,0,NA,NA,NA
BF,79,10,BS,0,2,2,2.3,1,0,2,3.5,4.5,0,0,0,0,0,1,6.2,58.5,0,NA,NA,NA
BF,79,11,BS,2,2,2.5,7,1,0,2,4.3,4.9,0,0,0,0,0,1,5.6,42.3,0,NA,NA,NA
BF,79,12,BS,0,2,2.8,5.8,1,0,2,2.8,2.3,0,0,0,0,0,1,5.8,44.9,0,NA,NA,NA
BF,79,13,BS,2,2,2.4,6.5,1,0,2,9.7,4.2,0,0,0,0,0,1,10,82.4,0,NA,NA,NA
BF,79,14,BS,0,1,2.5,8,1,0,2,2.4,5.5,0,0,0,0,0,1,10.4,85.6,0,NA,NA,NA
BF,79,1,LP,0,2,2.1,0,1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,79,2,LP,2,2,2.3,3.4,1,0,2,11.4,10.8,0,0,0,0,0,1,40.6,158.5,1,257.2,775,1032.2
BF,79,3,LP,4,1,2.7,3.5,1,0,2,10,14,0,0,0,0,0,1,18.6,118.1,1,68.6,133.4,202
BF,79,4,LP,0,2,3.7,7.8,1,0,2,6.4,6.2,0,0,0,0,0,1,43.7,189.9,1,128.7,763.3,892
BF,79,5,LP,0,2,3.3,7.4,1,0,2,7.5,8.4,0,0,0,0,0,1,30.2,169.9,1,111.2,304,415.2
BF,79,6,LP,4,2,2.4,4.5,1,0,2,10.3,6.1,0,0,0,0,0,1,19.1,177.2,1,45.9,118.2,164.1
BF,79,7,LP,0,2,1.8,3.2,1,0,2,8.5,9,0,0,0,0,0,1,41.1,172.9,1,248.5,586.6,835.1
BF,79,8,LP,0,2,2.1,2,1,0,2,9.5,10,0,0,0,0,0,1,27.6,143.2,0,NA,NA,NA
BF,79,9,LP,1,2,2.1,2.2,1,0,2,8.4,10,0,0,0,0,0,1,34.9,171.9,0,NA,NA,NA
BF,79,10,LP,0,2,3.2,5.3,1,0,2,20,14,0,0,0,0,0,1,47,202,0,NA,NA,NA
BF,79,11,LP,2,2,3.9,5.5,1,0,2,4.3,6.5,0,0,0,0,0,1,17.6,91.6,0,NA,NA,NA
BF,79,12,LP,0,2,3.4,7.1,1,0,2,9.5,11,0,0,0,0,0,1,36.1,176.4,0,NA,NA,NA
BF,79,13,LP,2,2,3.5,6,1,0,2,13.5,6.5,0,0,0,0,0,1,33.5,212.5,0,NA,NA,NA
BF,79,14,LP,0,2,3.8,7.1,1,0,2,15,10.2,0,0,0,0,0,1,33.9,175.3,0,NA,NA,NA
BF,79,1,PB,0,2,1.5,1.1,1,0,1,0.6,1.3,0,0,0,0,0,1,8.6,80.6,1,5.6,2.7,8.3
BF,79,2,PB,2,2,3.6,1.3,1,0,2,5.7,4.2,0,0,0,0,0,1,17.4,180.9,1,47.8,78,125.8
BF,79,3,PB,4,2,3.5,6,1,0,2,5.5,4.6,0,0,0,0,0,1,24,156.4,1,172.8,17.8,190.6
BF,79,4,PB,0,1,3.2,3.9,1,0,2,6.8,4.7,0,0,0,0,0,1,6.8,68.2,1,2.2,4.8,7
BF,79,5,PB,0,2,3.6,2.7,1,0,2,8.4,5.5,0,0,0,0,0,1,20.2,162.8,1,53.4,101.3,154.7
BF,79,6,PB,4,2,5.3,4.6,1,0,2,11.1,5.7,1,0,0,0,0,1,18.7,142.2,1,33.5,54.7,88.2
BF,79,7,PB,0,2,3.5,2.9,1,0,2,7.1,5.5,0,0,0,0,0,1,10.5,91.3,1,7.2,12.7,19.9
BF,79,8,PB,0,2,3.3,2.4,1,0,2,4.3,5.5,0,0,0,0,0,1,9.4,82.1,0,NA,NA,NA
BF,79,9,PB,1,2,3.3,2.8,1,0,2,2.7,2.8,0,0,0,0,0,1,7.3,141.1,0,NA,NA,NA
BF,79,10,PB,0,2,3.1,2.2,1,0,2,4.3,3.2,0,0,0,0,0,1,6,72,0,NA,NA,NA
BF,79,1,TA,0,2,4.4,3.7,1,0,2,14.1,4.4,1,0,0,0,0,1,9.6,64.5,1,4.9,9.4,14.3
BF,79,2,TA,2,2,4.2,2.9,1,0,2,7,6.2,0,0,0,0,0,1,13.1,163.5,1,37.2,46,83.2
BF,79,3,TA,4,1,3.6,2.2,1,0,2,4,5.1,0,0,0,0,0,1,8.4,90.2,1,6.1,14.3,20.4
BF,79,4,TA,0,2,4.5,1.7,1,0,2,1.8,3.6,0,0,0,0,0,1,8.5,70.2,1,4.4,7.1,11.5
BF,79,5,TA,0,2,4.5,3.5,1,0,2,2.6,4.9,0,0,0,0,0,1,5.8,58.9,1,2,3.6,5.6
BF,79,6,TA,4,1,5.1,10.8,1,0,2,16.6,NA,0,0,0,0,0,1,10.4,123.7,1,11.5,31.8,43.3
BF,79,7,TA,0,2,2.1,1.5,1,0,1,0.8,2.5,0,0,0,0,0,1,3.7,34.7,1,0.5,1.1,1.6
BF,79,8,TA,0,1,3.6,1.3,1,0,2,0.9,4.3,0,0,0,0,0,1,5,49.9,0,NA,NA,NA
BF,79,9,TA,1,2,2.9,5.6,1,0,2,1.1,3.2,0,0,0,0,0,0,NA,NA,0,NA,NA,NA
BF,79,10,TA,0,2,3,2.5,1,0,2,1.1,3.2,0,0,0,0,0,1,4.1,50.9,0,NA,NA,NA
BF,79,1,WS,0,2,2.6,8.4,1,0,2,4.2,4.2,0,0,0,0,0,1,13.5,83.2,1,20.4,56.6,77
BF,79,2,WS,2,2,3.5,8.5,1,0,2,10.1,9,0,0,0,0,0,1,19.8,100.1,1,35.8,96.6,132.4
BF,79,3,WS,4,2,2.2,7.2,1,0,2,8.12,4.4,0,0,0,0,0,1,12.2,88.9,1,17.2,51.9,69.1
BF,79,4,WS,0,2,3.2,4.8,1,0,2,7.4,5.3,0,0,0,0,0,1,12.1,75.9,1,12.2,33.4,45.6
BF,79,5,WS,0,2,1.7,4.5,1,0,2,4.9,3,0,0,0,0,0,1,7.2,66.9,1,5.3,14.6,19.9
BF,79,6,WS,4,2,2.2,7.1,1,0,2,10.1,5.7,0,0,0,0,0,1,9.5,82.9,1,11.3,29.8,41.1
BF,79,7,WS,0,2,3.5,0.3,1,0,2,3.2,3.2,0,0,0,0,0,1,4.4,35.1,1,2,3.4,5.4
BF,79,8,WS,0,2,1.6,0,1,0,2,0.6,3.4,0,0,0,0,0,1,6.8,55.2,0,NA,NA,NA
BF,79,9,WS,1,2,2.2,3.3,1,0,2,2.3,3,0,0,0,0,0,1,5,49.5,0,NA,NA,NA
BF,79,10,WS,0,2,1.9,3.2,1,0,2,4.8,3,0,0,0,0,0,1,9.6,51.5,0,NA,NA,NA
BF,79,11,WS,2,2,4.1,7.7,1,0,2,3.1,5,0,0,0,0,0,1,8.1,71.7,0,NA,NA,NA
BF,79,12,WS,0,2,2.3,2.8,1,0,2,3.9,3.5,0,0,0,0,0,1,9.5,66.1,0,NA,NA,NA
BF,79,13,WS,2,2,1.9,4.5,1,0,2,11.2,3.9,0,0,0,0,0,1,9.6,95.4,0,NA,NA,NA
BF,79,14,WS,0,2,3,6.9,1,0,2,2.8,6.5,0,0,0,0,0,1,15.9,114.1,0,NA,NA,NA
